,Positions:,"Quorum of the Twelve Apostles, called by Joseph Fielding Smith, December 2, 1971 (1971-12-02) – February 25, 1994 (1994-02-25)
LDS Church Apostle, called by Joseph Fielding Smith, December 2, 1971 (1971-12-02) – February 25, 1994 (1994-02-25)
Assistant to the Quorum of the Twelve Apostles, called by David O. McKay, October 3, 1969 (1969-10-03) – December 2, 1971 (1971-12-02)","Quorum of the Twelve Apostles, called by Joseph Fielding Smith, December 2, 1971 (1971-12-02) – February 25, 1994 (1994-02-25)
LDS Church Apostle, called by Joseph Fielding Smith, December 2, 1971 (1971-12-02) – February 25, 1994 (1994-02-25)
Assistant to the Quorum of the Twelve Apostles, called by David O. McKay, October 3, 1969 (1969-10-03) – December 2, 1971 (1971-12-02)"
,Name:,Bruce R. McConkie,Bruce R. McConkie
,Born:,"(1915-07-29)July 29, 1915","(1915-07-29)July 29, 1915"
,Died:,"April 19, 1985(1985-04-19) (aged 69)","April 19, 1985(1985-04-19) (aged 69)"
,Positions:,"Quorum of the Twelve Apostles, called by Harold B. Lee, October 12, 1972 (1972-10-12) – April 19, 1985 (1985-04-19)
LDS Church Apostle, called by Harold B. Lee, October 12, 1972 (1972-10-12) – April 19, 1985 (1985-04-19)
First Council of the Seventy, called by George Albert Smith, October 6, 1946 (1946-10-06) – October 12, 1972 (1972-10-12)","Quorum of the Twelve Apostles, called by Harold B. Lee, October 12, 1972 (1972-10-12) – April 19, 1985 (1985-04-19)
LDS Church Apostle, called by Harold B. Lee, October 12, 1972 (1972-10-12) – April 19, 1985 (1985-04-19)
First Council of the Seventy, called by George Albert Smith, October 6, 1946 (1946-10-06) – October 12, 1972 (1972-10-12)"
,Notes:,Son-in-law of Joseph Fielding Smith.,Son-in-law of Joseph Fielding Smith.
,Name:,L. Tom Perry,L. Tom Perry
,Born:,"(1922-08-05)August 5, 1922","(1922-08-05)August 5, 1922"
,Died:,"May 30, 2015(2015-05-30) (aged 92)","May 30, 2015(2015-05-30) (aged 92)"
,Positions:,"Quorum of the Twelve Apostles, called by Spencer W. Kimball, April 6, 1974 (1974-04-06) – May 30, 2015 (2015-05-30)
Apostle, called by Spencer W. Kimball, April 11, 1974 (1974-04-11) – May 30, 2015 (2015-05-30)
Assistant to the Quorum of the Twelve Apostles, called by Harold B. Lee, October 6, 1972 (1972-10-06) – April 6, 1974 (1974-04-06)","Quorum of the Twelve Apostles, called by Spencer W. Kimball, April 6, 1974 (1974-04-06) – May 30, 2015 (2015-05-30)
Apostle, called by Spencer W. Kimball, April 11, 1974 (1974-04-11) – May 30, 2015 (2015-05-30)
Assistant to the Quorum of the Twelve Apostles, called by Harold B. Lee, October 6, 1972 (1972-10-06) – April 6, 1974 (1974-04-06)"
,Name:,David B. Haight,David B. Haight
,Born:,"(1906-09-02)September 2, 1906","(1906-09-02)September 2, 1906"
,Died:,"July 31, 2004(2004-07-31) (aged 97)","July 31, 2004(2004-07-31) (aged 97)"
,Positions:,"Quorum of the Twelve Apostles, called by Spencer W. Kimball, January 8, 1976 (1976-01-08) – July 31, 2004 (2004-07-31)
LDS Church Apostle, called by Spencer W. Kimball, January 8, 1976 (1976-01-08) – July 31, 2004 (2004-07-31)
Assistant to the Quorum of the Twelve Apostles, called by Joseph Fielding Smith, April 6, 1970 (1970-04-06) – January 8, 1976 (1976-01-08)","Quorum of the Twelve Apostles, called by Spencer W. Kimball, January 8, 1976 (1976-01-08) – July 31, 2004 (2004-07-31)
LDS Church Apostle, called by Spencer W. Kimball, January 8, 1976 (1976-01-08) – July 31, 2004 (2004-07-31)
Assistant to the Quorum of the Twelve Apostles, called by Joseph Fielding Smith, April 6, 1970 (1970-04-06) – January 8, 1976 (1976-01-08)"
,Name:,James E. Faust,James E. Faust
,Born:,"(1920-07-31)July 31, 1920","(1920-07-31)July 31, 1920"
,Died:,"August 10, 2007(2007-08-10) (aged 87)","August 10, 2007(2007-08-10) (aged 87)"
,Positions:,"Second Counselor in the First Presidency, called by Gordon B. Hinckley, March 12, 1995 (1995-03-12) – August 10, 2007 (2007-08-10)
Quorum of the Twelve Apostles, called by Spencer W. Kimball, September 30, 1978 (1978-09-30) – March 12, 1995 (1995-03-12)
LDS Church Apostle, called by Spencer W. Kimball, October 1, 1978 (1978-10-01) – August 10, 2007 (2007-08-10)
Presidency of the First Quorum of the Seventy, called by Spencer W. Kimball, October 1, 1976 (1976-10-01) – September 30, 1978 (1978-09-30)
First Quorum of the Seventy, called by Spencer W. Kimball, October 1, 1976 (1976-10-01) – September 30, 1978 (1978-09-30)
Assistant to the Quorum of the Twelve Apostles, called by Harold B. Lee, October 6, 1972 (1972-10-06) – October 1, 1976 (1976-10-01)","Second Counselor in the First Presidency, called by Gordon B. Hinckley, March 12, 1995 (1995-03-12) – August 10, 2007 (2007-08-10)
Quorum of the Twelve Apostles, called by Spencer W. Kimball, September 30, 1978 (1978-09-30) – March 12, 1995 (1995-03-12)
LDS Church Apostle, called by Spencer W. Kimball, October 1, 1978 (1978-10-01) – August 10, 2007 (2007-08-10)
Presidency of the First Quorum of the Seventy, called by Spencer W. Kimball, October 1, 1976 (1976-10-01) – September 30, 1978 (1978-09-30)
First Quorum of the Seventy, called by Spencer W. Kimball, October 1, 1976 (1976-10-01) – September 30, 1978 (1978-09-30)
Assistant to the Quorum of the Twelve Apostles, called by Harold B. Lee, October 6, 1972 (1972-10-06) – October 1, 1976 (1976-10-01)"
,Name:,Neal A. Maxwell,Neal A. Maxwell
,Born:,"(1926-07-06)July 6, 1926","(1926-07-06)July 6, 1926"
,Died:,"July 21, 2004(2004-07-21) (aged 78)","July 21, 2004(2004-07-21) (aged 78)"
,Positions:,"Quorum of the Twelve Apostles, called by Spencer W. Kimball, July 23, 1981 (1981-07-23) – July 21, 2004 (2004-07-21)
LDS Church Apostle, called by Spencer W. Kimball, July 23, 1981 (1981-07-23) – July 21, 2004 (2004-07-21)
Presidency of the First Quorum of the Seventy, called by Spencer W. Kimball, October 1, 1976 (1976-10-01) – July 23, 1981 (1981-07-23)
First Quorum of the Seventy, called by Spencer W. Kimball, October 1, 1976 (1976-10-01) – July 23, 1981 (1981-07-23)
Assistant to the Quorum of the Twelve Apostles, called by Spencer W. Kimball, April 6, 1974 (1974-04-06) – October 1, 1976 (1976-10-01)","Quorum of the Twelve Apostles, called by Spencer W. Kimball, July 23, 1981 (1981-07-23) – July 21, 2004 (2004-07-21)
LDS Church Apostle, called by Spencer W. Kimball, July 23, 1981 (1981-07-23) – July 21, 2004 (2004-07-21)
Presidency of the First Quorum of the Seventy, called by Spencer W. Kimball, October 1, 1976 (1976-10-01) – July 23, 1981 (1981-07-23)
First Quorum of the Seventy, called by Spencer W. Kimball, October 1, 1976 (1976-10-01) – July 23, 1981 (1981-07-23)
Assistant to the Quorum of the Twelve Apostles, called by Spencer W. Kimball, April 6, 1974 (1974-04-06) – October 1, 1976 (1976-10-01)"
,Name:,Russell M. Nelson,Russell M. Nelson
,Born:,"(1924-09-09) September 9, 1924 (age 99)","(1924-09-09) September 9, 1924 (age 99)"
,Positions:,"17th President of the Church of Jesus Christ of Latter-day Saints, January 14, 2018 (2018-01-14) – present
President of the Quorum of the Twelve Apostles, July 3, 2015 (2015-07-03) – January 14, 2018 (2018-01-14)
Quorum of the Twelve Apostles, called by Spencer W. Kimball, April 7, 1984 (1984-04-07) – January 14, 2018 (2018-01-14)
LDS Church Apostle, called by Spencer W. Kimball, April 12, 1984 (1984-04-12)","17th President of the Church of Jesus Christ of Latter-day Saints, January 14, 2018 (2018-01-14) – present
President of the Quorum of the Twelve Apostles, July 3, 2015 (2015-07-03) – January 14, 2018 (2018-01-14)
Quorum of the Twelve Apostles, called by Spencer W. Kimball, April 7, 1984 (1984-04-07) – January 14, 2018 (2018-01-14)
LDS Church Apostle, called by Spencer W. Kimball, April 12, 1984 (1984-04-12)"
,Name:,Dallin H. Oaks,Dallin H. Oaks
,Born:,"(1932-08-12) August 12, 1932 (age 91)","(1932-08-12) August 12, 1932 (age 91)"
,Positions:,"First Counselor in the First Presidency, called by Russell M. Nelson, January 14, 2018 (2018-01-14) – present
President of the Quorum of the Twelve Apostles
(with M. Russell Ballard as Acting President), January 14, 2018 (2018-01-14) – present
LDS Church Apostle, called by Spencer W. Kimball, May 3, 1984 (1984-05-03) – present
Quorum of the Twelve Apostles, called by Spencer W. Kimball, May 3, 1984 (1984-05-03) – January 14, 2018 (2018-01-14)","First Counselor in the First Presidency, called by Russell M. Nelson, January 14, 2018 (2018-01-14) – present
President of the Quorum of the Twelve Apostles
(with M. Russell Ballard as Acting President), January 14, 2018 (2018-01-14) – present
LDS Church Apostle, called by Spencer W. Kimball, May 3, 1984 (1984-05-03) – present
Quorum of the Twelve Apostles, called by Spencer W. Kimball, May 3, 1984 (1984-05-03) – January 14, 2018 (2018-01-14)"
,Notes:,"A former professor of law at the University of Chicago Law School, a former president of Brigham Young University, and a former justice of the Utah Supreme Court.  Member, Boards of Trustees/Education of the Church Educational System; Chairman, CES Executive Committee of the Board.","A former professor of law at the University of Chicago Law School, a former president of Brigham Young University, and a former justice of the Utah Supreme Court.  Member, Boards of Trustees/Education of the Church Educational System; Chairman, CES Executive Committee of the Board."
,Name:,M. Russell Ballard,M. Russell Ballard
,Born:,"(1928-10-08)October 8, 1928","(1928-10-08)October 8, 1928"
,Died:,"November 12, 2023(2023-11-12) (aged 95)","November 12, 2023(2023-11-12) (aged 95)"
,Positions:,"Acting President of the Quorum of the Twelve Apostles, called by Russell M. Nelson, January 14, 2018 (2018-01-14)
Quorum of the Twelve Apostles, called by Spencer W. Kimball, October 6, 1985 (1985-10-06) – November 12, 2023 (2023-11-12)
LDS Church Apostle, called by Spencer W. Kimball, October 10, 1985 (1985-10-10)
Presidency of the First Quorum of the Seventy, called by Spencer W. Kimball, February 21, 1980 (1980-02-21) – October 6, 1985 (1985-10-06)
First Quorum of the Seventy, called by Spencer W. Kimball, April 3, 1976 (1976-04-03) – October 6, 1985 (1985-10-06)","Acting President of the Quorum of the Twelve Apostles, called by Russell M. Nelson, January 14, 2018 (2018-01-14)
Quorum of the Twelve Apostles, called by Spencer W. Kimball, October 6, 1985 (1985-10-06) – November 12, 2023 (2023-11-12)
LDS Church Apostle, called by Spencer W. Kimball, October 10, 1985 (1985-10-10)
Presidency of the First Quorum of the Seventy, called by Spencer W. Kimball, February 21, 1980 (1980-02-21) – October 6, 1985 (1985-10-06)
First Quorum of the Seventy, called by Spencer W. Kimball, April 3, 1976 (1976-04-03) – October 6, 1985 (1985-10-06)"
,Notes:,Grandson of both Hyrum Mack Smith and Melvin J. Ballard; direct descendant of Joseph F. Smith and Hyrum Smith.,Grandson of both Hyrum Mack Smith and Melvin J. Ballard; direct descendant of Joseph F. Smith and Hyrum Smith.
,Name:,Joseph B. Wirthlin,Joseph B. Wirthlin
,Born:,"(1917-06-11)June 11, 1917","(1917-06-11)June 11, 1917"
,Died:,"December 1, 2008(2008-12-01) (aged 91)","December 1, 2008(2008-12-01) (aged 91)"
,Positions:,"Quorum of the Twelve Apostles, called by Ezra Taft Benson, October 4, 1986 (1986-10-04) – December 1, 2008 (2008-12-01)
LDS Church Apostle, called by Ezra Taft Benson, October 9, 1986 (1986-10-09) – December 1, 2008 (2008-12-01)
Presidency of the First Quorum of the Seventy, called by Ezra Taft Benson, August 28, 1986 (1986-08-28) – October 4, 1986 (1986-10-04)
First Quorum of the Seventy, called by Spencer W. Kimball, October 1, 1976 (1976-10-01) – October 4, 1986 (1986-10-04)
Assistant to the Quorum of the Twelve Apostles, called by Spencer W. Kimball, April 4, 1975 (1975-04-04) – October 1, 1976 (1976-10-01)","Quorum of the Twelve Apostles, called by Ezra Taft Benson, October 4, 1986 (1986-10-04) – December 1, 2008 (2008-12-01)
LDS Church Apostle, called by Ezra Taft Benson, October 9, 1986 (1986-10-09) – December 1, 2008 (2008-12-01)
Presidency of the First Quorum of the Seventy, called by Ezra Taft Benson, August 28, 1986 (1986-08-28) – October 4, 1986 (1986-10-04)
First Quorum of the Seventy, called by Spencer W. Kimball, October 1, 1976 (1976-10-01) – October 4, 1986 (1986-10-04)
Assistant to the Quorum of the Twelve Apostles, called by Spencer W. Kimball, April 4, 1975 (1975-04-04) – October 1, 1976 (1976-10-01)"
,Name:,Richard G. Scott,Richard G. Scott
,Born:,"(1928-11-07)November 7, 1928","(1928-11-07)November 7, 1928"
,Died:,"September 22, 2015(2015-09-22) (aged 86)","September 22, 2015(2015-09-22) (aged 86)"
,Positions:,"Quorum of the Twelve Apostles, called by Ezra Taft Benson, October 1, 1988 (1988-10-01) – September 22, 2015 (2015-09-22)
LDS Church Apostle, called by Ezra Taft Benson, October 6, 1988 (1988-10-06) – September 22, 2015 (2015-09-22)
Presidency of the First Quorum of the Seventy, called by Spencer W. Kimball, October 1, 1983 (1983-10-01) – October 1, 1988 (1988-10-01)
First Quorum of the Seventy, called by Spencer W. Kimball, April 2, 1977 (1977-04-02) – October 1, 1988 (1988-10-01)","Quorum of the Twelve Apostles, called by Ezra Taft Benson, October 1, 1988 (1988-10-01) – September 22, 2015 (2015-09-22)
LDS Church Apostle, called by Ezra Taft Benson, October 6, 1988 (1988-10-06) – September 22, 2015 (2015-09-22)
Presidency of the First Quorum of the Seventy, called by Spencer W. Kimball, October 1, 1983 (1983-10-01) – October 1, 1988 (1988-10-01)
First Quorum of the Seventy, called by Spencer W. Kimball, April 2, 1977 (1977-04-02) – October 1, 1988 (1988-10-01)"
,Name:,Robert D. Hales,Robert D. Hales
,Born:,"(1932-08-24)August 24, 1932","(1932-08-24)August 24, 1932"
,Died:,"October 1, 2017(2017-10-01) (aged 85)","October 1, 2017(2017-10-01) (aged 85)"
,Positions:,"Quorum of the Twelve Apostles, called by Ezra Taft Benson, April 2, 1994 (1994-04-02) – October 1, 2017 (2017-10-01)
LDS Church Apostle, called by Ezra Taft Benson, April 7, 1994 (1994-04-07) – October 1, 2017 (2017-10-01)
Presiding Bishop, called by Spencer W. Kimball, April 6, 1985 (1985-04-06) – April 2, 1994 (1994-04-02)
First Quorum of the Seventy, called by Spencer W. Kimball, October 1, 1976 (1976-10-01) – April 6, 1985 (1985-04-06)
Assistant to the Quorum of the Twelve Apostles, called by Spencer W. Kimball, April 4, 1975 (1975-04-04) – October 1, 1976 (1976-10-01)","Quorum of the Twelve Apostles, called by Ezra Taft Benson, April 2, 1994 (1994-04-02) – October 1, 2017 (2017-10-01)
LDS Church Apostle, called by Ezra Taft Benson, April 7, 1994 (1994-04-07) – October 1, 2017 (2017-10-01)
Presiding Bishop, called by Spencer W. Kimball, April 6, 1985 (1985-04-06) – April 2, 1994 (1994-04-02)
First Quorum of the Seventy, called by Spencer W. Kimball, October 1, 1976 (1976-10-01) – April 6, 1985 (1985-04-06)
Assistant to the Quorum of the Twelve Apostles, called by Spencer W. Kimball, April 4, 1975 (1975-04-04) – October 1, 1976 (1976-10-01)"
,Name:,Jeffrey R. Holland,Jeffrey R. Holland
,Born:,"(1940-12-03) December 3, 1940 (age 83)","(1940-12-03) December 3, 1940 (age 83)"
,Positions:,"Quorum of the Twelve Apostles, called by Howard W. Hunter, June 23, 1994 (1994-06-23)
LDS Church Apostle, called by Howard W. Hunter, June 23, 1994 (1994-06-23)
First Quorum of the Seventy, called by Ezra Taft Benson, April 1, 1989 (1989-04-01) – June 23, 1994 (1994-06-23)","Quorum of the Twelve Apostles, called by Howard W. Hunter, June 23, 1994 (1994-06-23)
LDS Church Apostle, called by Howard W. Hunter, June 23, 1994 (1994-06-23)
First Quorum of the Seventy, called by Ezra Taft Benson, April 1, 1989 (1989-04-01) – June 23, 1994 (1994-06-23)"
,Name:,Henry B. Eyring,Henry B. Eyring
,Born:,"(1933-05-31) May 31, 1933 (age 90)","(1933-05-31) May 31, 1933 (age 90)"
,Positions:,"Second Counselor in the First Presidency, called by Russell M. Nelson, January 14, 2018 (2018-01-14)
First Counselor in the First Presidency, called by Thomas S. Monson, February 3, 2008 (2008-02-03) – January 2, 2018 (2018-01-02)
Second Counselor in the First Presidency, called by Gordon B. Hinckley, October 6, 2007 (2007-10-06) – January 27, 2008 (2008-01-27)
Quorum of the Twelve Apostles, called by Gordon B. Hinckley, April 1, 1995 (1995-04-01) – October 6, 2007 (2007-10-06)
LDS Church Apostle, called by Gordon B. Hinckley, April 6, 1995 (1995-04-06)
First Quorum of the Seventy, called by Ezra Taft Benson, October 3, 1992 (1992-10-03) – April 1, 1995 (1995-04-01)
First Counselor in the Presiding Bishopric, called by Robert D. Hales, April 1, 1985 (1985-04-01) – October 3, 1992 (1992-10-03)","Second Counselor in the First Presidency, called by Russell M. Nelson, January 14, 2018 (2018-01-14)
First Counselor in the First Presidency, called by Thomas S. Monson, February 3, 2008 (2008-02-03) – January 2, 2018 (2018-01-02)
Second Counselor in the First Presidency, called by Gordon B. Hinckley, October 6, 2007 (2007-10-06) – January 27, 2008 (2008-01-27)
Quorum of the Twelve Apostles, called by Gordon B. Hinckley, April 1, 1995 (1995-04-01) – October 6, 2007 (2007-10-06)
LDS Church Apostle, called by Gordon B. Hinckley, April 6, 1995 (1995-04-06)
First Quorum of the Seventy, called by Ezra Taft Benson, October 3, 1992 (1992-10-03) – April 1, 1995 (1995-04-01)
First Counselor in the Presiding Bishopric, called by Robert D. Hales, April 1, 1985 (1985-04-01) – October 3, 1992 (1992-10-03)"
,Notes:,"Was President of Ricks College from 1971 to 1977. First Vice Chairman, Boards of Trustees/Education of the Church Educational System.","Was President of Ricks College from 1971 to 1977. First Vice Chairman, Boards of Trustees/Education of the Church Educational System."
,Name:,Dieter F. Uchtdorf,Dieter F. Uchtdorf
,Born:,(1940-11-06) 6 November 1940 (age 83),(1940-11-06) 6 November 1940 (age 83)
,Positions:,"Quorum of the Twelve Apostles, January 2, 2018 (2018-01-02) – present
Second Counselor in the First Presidency, called by Thomas S. Monson, February 3, 2008 (2008-02-03) – January 2, 2018 (2018-01-02)
Quorum of the Twelve Apostles, called by Gordon B. Hinckley, October 2, 2004 (2004-10-02) – February 3, 2008 (2008-02-03)
LDS Church Apostle, called by Gordon B. Hinckley, October 7, 2004 (2004-10-07)
Presidency of the Seventy, called by Gordon B. Hinckley, 15 August 2002 (2002-08-15) – 2 October 2004 (2004-10-02)
First Quorum of the Seventy, called by Gordon B. Hinckley, April 7, 1996 (1996-04-07) – October 2, 2004 (2004-10-02)
Second Quorum of the Seventy, called by Ezra Taft Benson, April 2, 1994 (1994-04-02) – April 7, 1996 (1996-04-07)","Quorum of the Twelve Apostles, January 2, 2018 (2018-01-02) – present
Second Counselor in the First Presidency, called by Thomas S. Monson, February 3, 2008 (2008-02-03) – January 2, 2018 (2018-01-02)
Quorum of the Twelve Apostles, called by Gordon B. Hinckley, October 2, 2004 (2004-10-02) – February 3, 2008 (2008-02-03)
LDS Church Apostle, called by Gordon B. Hinckley, October 7, 2004 (2004-10-07)
Presidency of the Seventy, called by Gordon B. Hinckley, 15 August 2002 (2002-08-15) – 2 October 2004 (2004-10-02)
First Quorum of the Seventy, called by Gordon B. Hinckley, April 7, 1996 (1996-04-07) – October 2, 2004 (2004-10-02)
Second Quorum of the Seventy, called by Ezra Taft Benson, April 2, 1994 (1994-04-02) – April 7, 1996 (1996-04-07)"
,Notes:,Only the eleventh apostle to be born outside the United States.,Only the eleventh apostle to be born outside the United States.
,Name:,David A. Bednar,David A. Bednar
,Born:,"(1952-06-15) June 15, 1952 (age 71)","(1952-06-15) June 15, 1952 (age 71)"
,Positions:,"Quorum of the Twelve Apostles, called by Gordon B. Hinckley, October 2, 2004 (2004-10-02)
LDS Church Apostle, called by Gordon B. Hinckley, October 7, 2004 (2004-10-07)","Quorum of the Twelve Apostles, called by Gordon B. Hinckley, October 2, 2004 (2004-10-02)
LDS Church Apostle, called by Gordon B. Hinckley, October 7, 2004 (2004-10-07)"
,Notes:,A former president of Brigham Young University-Idaho.,A former president of Brigham Young University-Idaho.
,Name:,Quentin L. Cook,Quentin L. Cook
,Born:,"(1940-09-08) September 8, 1940 (age 83)","(1940-09-08) September 8, 1940 (age 83)"
,Positions:,"Quorum of the Twelve Apostles, called by Gordon B. Hinckley, October 6, 2007 (2007-10-06)
LDS Church Apostle, called by Gordon B. Hinckley, October 11, 2007 (2007-10-11)
Presidency of the Seventy, called by Gordon B. Hinckley, August 1, 2007 (2007-08-01) – October 6, 2007 (2007-10-06)
First Quorum of the Seventy, called by Gordon B. Hinckley, April 5, 1998 (1998-04-05) – October 6, 2007 (2007-10-06)
Second Quorum of the Seventy, called by Gordon B. Hinckley, April 6, 1996 (1996-04-06) – April 5, 1998 (1998-04-05)","Quorum of the Twelve Apostles, called by Gordon B. Hinckley, October 6, 2007 (2007-10-06)
LDS Church Apostle, called by Gordon B. Hinckley, October 11, 2007 (2007-10-11)
Presidency of the Seventy, called by Gordon B. Hinckley, August 1, 2007 (2007-08-01) – October 6, 2007 (2007-10-06)
First Quorum of the Seventy, called by Gordon B. Hinckley, April 5, 1998 (1998-04-05) – October 6, 2007 (2007-10-06)
Second Quorum of the Seventy, called by Gordon B. Hinckley, April 6, 1996 (1996-04-06) – April 5, 1998 (1998-04-05)"
,Name:,D. Todd Christofferson,D. Todd Christofferson
,Born:,"(1945-01-24) January 24, 1945 (age 78)","(1945-01-24) January 24, 1945 (age 78)"
,Positions:,"Quorum of the Twelve Apostles, called by Thomas S. Monson, April 5, 2008 (2008-04-05)
LDS Church Apostle, called by Thomas S. Monson, April 10, 2008 (2008-04-10)
Presidency of the Seventy, called by Gordon B. Hinckley, August 15, 1998 (1998-08-15) – April 5, 2008 (2008-04-05)
First Quorum of the Seventy, called by Ezra Taft Benson, April 3, 1993 (1993-04-03) – April 5, 2008 (2008-04-05)","Quorum of the Twelve Apostles, called by Thomas S. Monson, April 5, 2008 (2008-04-05)
LDS Church Apostle, called by Thomas S. Monson, April 10, 2008 (2008-04-10)
Presidency of the Seventy, called by Gordon B. Hinckley, August 15, 1998 (1998-08-15) – April 5, 2008 (2008-04-05)
First Quorum of the Seventy, called by Ezra Taft Benson, April 3, 1993 (1993-04-03) – April 5, 2008 (2008-04-05)"
,Name:,Neil L. Andersen,Neil L. Andersen
,Born:,"(1951-08-09) August 9, 1951 (age 72)","(1951-08-09) August 9, 1951 (age 72)"
,Positions:,"Quorum of the Twelve Apostles, called by Thomas S. Monson, April 4, 2009 (2009-04-04)
LDS Church Apostle, called by Thomas S. Monson, April 9, 2009 (2009-04-09)
Presidency of the Seventy, called by Gordon B. Hinckley, August 15, 2005 (2005-08-15) – April 4, 2009 (2009-04-04)
First Quorum of the Seventy, called by Ezra Taft Benson, April 3, 1993 (1993-04-03) – April 4, 2009 (2009-04-04)","Quorum of the Twelve Apostles, called by Thomas S. Monson, April 4, 2009 (2009-04-04)
LDS Church Apostle, called by Thomas S. Monson, April 9, 2009 (2009-04-09)
Presidency of the Seventy, called by Gordon B. Hinckley, August 15, 2005 (2005-08-15) – April 4, 2009 (2009-04-04)
First Quorum of the Seventy, called by Ezra Taft Benson, April 3, 1993 (1993-04-03) – April 4, 2009 (2009-04-04)"
,Name:,Ronald A. Rasband,Ronald A. Rasband
,Born:,"(1951-02-06) February 6, 1951 (age 72)","(1951-02-06) February 6, 1951 (age 72)"
,Positions:,"Quorum of the Twelve Apostles, called by Thomas S. Monson, October 3, 2015 (2015-10-03)
LDS Church Apostle, called by Thomas S. Monson, October 8, 2015 (2015-10-08)
Presidency of the Seventy, called by Gordon B. Hinckley, August 15, 2005 (2005-08-15) – October 3, 2015 (2015-10-03)
First Quorum of the Seventy, called by Gordon B. Hinckley, April 1, 2000 (2000-04-01) – October 3, 2015 (2015-10-03)","Quorum of the Twelve Apostles, called by Thomas S. Monson, October 3, 2015 (2015-10-03)
LDS Church Apostle, called by Thomas S. Monson, October 8, 2015 (2015-10-08)
Presidency of the Seventy, called by Gordon B. Hinckley, August 15, 2005 (2005-08-15) – October 3, 2015 (2015-10-03)
First Quorum of the Seventy, called by Gordon B. Hinckley, April 1, 2000 (2000-04-01) – October 3, 2015 (2015-10-03)"
,Name:,Gary E. Stevenson,Gary E. Stevenson
,Born:,"(1955-08-06) August 6, 1955 (age 68)","(1955-08-06) August 6, 1955 (age 68)"
,Positions:,"Quorum of the Twelve Apostles, called by Thomas S. Monson, October 3, 2015 (2015-10-03)
LDS Church Apostle, called by Thomas S. Monson, October 8, 2015 (2015-10-08)
Presiding Bishop, called by Thomas S. Monson, March 31, 2012 (2012-03-31) – October 9, 2015 (2015-10-09)
First Quorum of the Seventy, called by Thomas S. Monson, April 5, 2008 (2008-04-05) – March 31, 2012 (2012-03-31)","Quorum of the Twelve Apostles, called by Thomas S. Monson, October 3, 2015 (2015-10-03)
LDS Church Apostle, called by Thomas S. Monson, October 8, 2015 (2015-10-08)
Presiding Bishop, called by Thomas S. Monson, March 31, 2012 (2012-03-31) – October 9, 2015 (2015-10-09)
First Quorum of the Seventy, called by Thomas S. Monson, April 5, 2008 (2008-04-05) – March 31, 2012 (2012-03-31)"
,Name:,Dale G. Renlund,Dale G. Renlund
,Born:,"(1952-11-13) November 13, 1952 (age 71)","(1952-11-13) November 13, 1952 (age 71)"
,Positions:,"Quorum of the Twelve Apostles, called by Thomas S. Monson, October 3, 2015 (2015-10-03)
LDS Church Apostle, called by Thomas S. Monson, October 8, 2015 (2015-10-08)
First Quorum of the Seventy, called by Thomas S. Monson, April 4, 2009 (2009-04-04) – October 3, 2015 (2015-10-03)","Quorum of the Twelve Apostles, called by Thomas S. Monson, October 3, 2015 (2015-10-03)
LDS Church Apostle, called by Thomas S. Monson, October 8, 2015 (2015-10-08)
First Quorum of the Seventy, called by Thomas S. Monson, April 4, 2009 (2009-04-04) – October 3, 2015 (2015-10-03)"
,Name:,Gerrit W. Gong,Gerrit W. Gong
,Born:,"(1953-12-23) December 23, 1953 (age 69)","(1953-12-23) December 23, 1953 (age 69)"
,Positions:,"Quorum of the Twelve Apostles, called by Russell M. Nelson, March 31, 2018 (2018-03-31)
LDS Church Apostle, called by Russell M. Nelson, April 5, 2018 (2018-04-05)
Presidency of the Seventy, called by Thomas S. Monson, October 6, 2015 (2015-10-06) – March 31, 2018 (2018-03-31)
First Quorum of the Seventy, called by Thomas S. Monson, April 3, 2010 (2010-04-03) – March 31, 2018 (2018-03-31)","Quorum of the Twelve Apostles, called by Russell M. Nelson, March 31, 2018 (2018-03-31)
LDS Church Apostle, called by Russell M. Nelson, April 5, 2018 (2018-04-05)
Presidency of the Seventy, called by Thomas S. Monson, October 6, 2015 (2015-10-06) – March 31, 2018 (2018-03-31)
First Quorum of the Seventy, called by Thomas S. Monson, April 3, 2010 (2010-04-03) – March 31, 2018 (2018-03-31)"
,Name:,Ulisses Soares,Ulisses Soares
,Born:,"(1958-10-02) October 2, 1958 (age 65)","(1958-10-02) October 2, 1958 (age 65)"
,Positions:,"Quorum of the Twelve Apostles, called by Russell M. Nelson, March 31, 2018 (2018-03-31)
LDS Church Apostle, called by Russell M. Nelson, April 5, 2018 (2018-04-05)
Presidency of the Seventy, called by Thomas S. Monson, January 6, 2013 (2013-01-06) – March 31, 2018 (2018-03-31)
First Quorum of the Seventy, called by Gordon B. Hinckley, April 2, 2005 (2005-04-02) – March 31, 2018 (2018-03-31)","Quorum of the Twelve Apostles, called by Russell M. Nelson, March 31, 2018 (2018-03-31)
LDS Church Apostle, called by Russell M. Nelson, April 5, 2018 (2018-04-05)
Presidency of the Seventy, called by Thomas S. Monson, January 6, 2013 (2013-01-06) – March 31, 2018 (2018-03-31)
First Quorum of the Seventy, called by Gordon B. Hinckley, April 2, 2005 (2005-04-02) – March 31, 2018 (2018-03-31)"
,Name:,Patrick Kearon,Patrick Kearon
,Born:,"(1961-07-18) July 18, 1961 (age 62)","(1961-07-18) July 18, 1961 (age 62)"
